User,Location,Num_Repos,Num_Stars,Num_Followers,Num_Following
Nexproc," San Francisco, California ",20,2,17,5
nfallen,Unknown,10,2,9,2
nfaralli,Unknown,5,2,32,0
nfarring," Los Angeles, California, USA ",6,16,25,13
nfelt," Stanford, California ",4,10,31,1
nglorioso,Unknown,5,0,8,2
ngparker, California ,5,4,26,0
niallkennedy," San Francisco, CA, United States ",15,25,94,0
NicholasDunham, United States ,43,72,26,21
nickdesaulniers," Mountain View, CA ",185,633,382,87
nickofbh, Palo Alto ,7,51,25,12
nickread," Sydney, Australia ",5,35,15,1
nicksardo," San Francisco, CA ",30,75,29,6
nicksay," Brooklyn, NY ",17,4,81,0
nicolasgarnier, Switzerland ,11,22,425,1
nicuveo,Unknown,30,8,30,16
nikclayton,Unknown,13,21,33,0
nikhiljindal," Mountain View, California ",14,2,76,2
nikiparmar,Unknown,5,3,28,0
nilsbarth,Unknown,0,0,16,0
nirster, Israel ,7,24,21,10
nirum," Mountain View, CA ",57,386,69,31
nitobuendia, Singapore ,3,21,6,2
nixprime,Unknown,7,0,31,3
nkrishnaswami," New York, NY ",20,4,13,12
nkubala, San Francisco ,38,35,37,6
nlativy, London ,5,49,67,5
nmasharani,Unknown,22,2,24,0
nmittler," Santa Clara, CA ",27,7,88,3
nodirt, Bay Area ,39,29,150,27
nof20," New York City, NY ",24,71,7,14
nohe427," Sunnyvale, CA ",56,49,37,72
nottombrown, San Francisco ,133,842,183,101
npaglieri," Sydney, Australia ",1,5,8,0
Nurdok, Israel ,18,42,35,11
nvll,Unknown,22,8,256,0
nya3jp," Tokyo, Japan ",19,8,35,0
nyaxt," Tokyo, Japan ",28,17,47,0
oahziur,Unknown,22,129,66,5
oaktowner,Unknown,10,5,33,1
oalami," San Francisco, CA ",18,26,109,4
objcode," Mountain View, CA ",27,14,36,2
objecthub," Zurich, Switzerland ",3,21,14,7
obsc,Unknown,16,0,15,0
ochafik, London ,114,245,178,19
ocsig, Amsterdam ,4,0,5,0
odejesush," San Jose, CA ",6,0,0,0
oferb,Unknown,10,0,7,0
ohayon," Boston, MA ",16,243,86,24
oldjunyi, Singapore ,18,6,23,2
olegshaldibin, San Francisco CA ,10,34,39,4
oliverchang, SF Bay Area ,13,19,24,4
omerkling,Unknown,3,1,8,0
omerziv," Brooklyn, NY ",2,6,20,1
OmidTahouri," Guildford/London, United Kingdom ",7,15,10,5
opozo, Bay Area ,4,86,19,86
oprypin," Stockholm, Sweden ",55,237,75,1
oreztixe,Unknown,0,0,13,0
Orphis," Stockholm, Sweden ",23,7,33,3
oscardelben, Zurich ,88,123,258,16
oxddr,Unknown,7,14,0,0
oyiptong," Burlingame, CA ",69,54,39,28
pakhandi," Allahabad, UP, India ",37,40,105,15
palcu," London, United Kingdom ",90,575,203,201
palladius, Zurich ,119,150,47,28
pames,Unknown,2,9,56,21
pasindud,Unknown,67,152,130,5
pasko,Unknown,9,15,76,12
patflynn, New York City ,24,18,29,10
patlillis," Boulder, CO ",30,650,21,61
patrickbaumann," Mountain View, CA ",19,46,11,10
patrickhulce," San Jose, CA ",89,90,103,12
patspam," Melbourne, Australia ",43,60,51,14
paulangton," Boston, MA ",10,9,10,10
paulb777," Alameda, California US ",43,59,99,6
paulirish, Palo Alto ,269,726,25.9k,245
paullewis," London, United Kingdom ",18,4,2.1k,11
paulpooch," New York, NY ",13,239,12,34
paulrossman," Seattle, WA ",20,5,66,13
pavelgj,Unknown,23,8,150,5
paween," Mountain View, CA ",3,2,5,0
pbalaram," San Francisco, CA ",3,8,9,0
pbos," Kirkland, WA ",33,16,107,15
pcarff," Charleston, SC ",6,0,13,1
pcostell," San Francsico,CA ",23,6,44,3
peetahzee, Seattle ,26,6,37,1
pefoley2, United States ,55,120,25,1
peggychi," Mountain View, California ",1,60,26,4
penmetsaa,Unknown,0,0,23,0
penpornk,Unknown,0,0,0,0
pepol," Dublin, Ireland ",7,21,35,25
perimosocordiae," Amherst, MA ",57,158,78,44
perotinus, San Francisco Bay Area ,27,2,16,0
petebu," London, UK ",1,1,27,0
petele," New York, NY ",44,42,435,3
peterhanspers,Unknown,0,0,7,0
peterjosling," London, UK ",29,122,34,6
petewarden," San Francisco, CA ",78,54,1.3k,1
pfritzsche," Seattle, WA ",1,0,15,11
pgenera,Unknown,5,66,24,0
pgeorgi," Babenhausen, Germany ",4,22,54,2
phajdan,Unknown,1,1,24,0
philippeantoine,Unknown,5,15,35,28
philipwalton," San Francisco, CA ",46,80,2.5k,8
Philmod, New York City ,79,132,76,166
philwo," Munich, Germany ",16,105,46,12
pietergreyling," London, United Kingdom ",8,35,23,0
PiotrSikora," San Francisco, CA ",44,465,151,7
pipejakob," Seattle, WA ",16,5,19,0
pixi-stix, NYC ,1,19,20,7
piyushnigam,Unknown,5,0,6,0
pkern,Unknown,24,5,33,0
pklpkl,Unknown,1,0,14,0
pkumar0508," New York, NY ",5,46,7,13
pleroy, Switzerland ,1,1,35,3
plural,Unknown,33,29,22,4
Plutor," Boston, MA, USA ",6,10,32,9
pmeenan," Virginia, USA ",18,6,129,0
pmuetschard," San Jose, CA ",14,1,10,0
poitch,Unknown,16,566,26,5
polds, Seattle ,59,80,14,2
pouyak,Unknown,1,0,24,0
powion,Unknown,11,11,10,1
ppham27," Seattle, WA ",24,19,15,0
pqu," Christchurch, New Zealand ",3,88,14,0
pr4v33n,Unknown,17,858,29,100
prameshj,Unknown,3,0,4,0
prateekbh,Unknown,47,80,190,18
prattmic," Mountain View, CA ",63,68,67,78
prestonvanloon," New York, NY ",43,374,45,65
prideout, Mountain View ,41,68,424,10
Primigenus, Mountain View ,68,675,105,52
ProgramMax,Unknown,31,67,34,33
prondeau,Unknown,1,6,8,0
proppy, San Francisco ,136,334,284,35
protoget, Mountain View ,33,25,48,8
psimakov, Palo Alto ,9,7,8,2
PunKeel," Munich, Germany ",54,1.5k,90,123
punzki," WA, USA ",2,0,14,0
pwittrock, Mountain View ,30,3,75,1
pwnall," San Francisco, CA ",239,349,518,58
pylaligand,Unknown,26,3,37,6
pyle, Australia ,9,107,16,12
qartis, Mountain View ,25,14,24,4
qiao," Mountain View, CA ",31,182,1.6k,132
QrczakMK, Switzerland ,0,0,5,0
quisquous,Unknown,25,20,48,10
quoctruong,Unknown,5,1,19,0
r2d4, San Francisco ,45,82,86,21
rachellim, Stanford ,0,4,15,0
radkat,Unknown,4,0,0,0
radomirm-g,Unknown,3,0,4,0
RafaelMarinheiro," Dublin, Ireland ",39,5,17,0
rafax, Poland ,50,7,9,0
raggi, California or Bermuda ,141,626,489,131
ragomusic, Mountain View ,3,0,23,1
rahatarmanahmed," San Francisco, CA ",73,110,46,9
rakyll," San Francisco, CA ",166,530,4.8k,4
ramosian-glider,Unknown,15,8,59,9
Random-Liu," Mountain View, CA, USA ",28,47,151,30
rasmi, NYC ,39,619,34,38
ratteler50, United States ,9,2,13,7
rawlk, Silicon Valley ,3,32,18,1
rbielak, New Jersey ,14,22,19,1
RByers," Waterloo, Canada ",46,21,70,0
rcgallagher,Unknown,3,6,7,3
rchen93,Unknown,10,4,7,0
rcleveng, San Francisco Bay Area ,11,29,31,2
re2-dev,Unknown,0,0,5,0
realfake," Germany, Hamburg+Berlin (Curr USA, Seattle) ",16,54,22,6
rebeccahughes," Seattle, WA ",10,2,133,0
reighlan," Mountain View, CA ",6,0,5,1
remoun,Unknown,10,32,29,6
reprogrammer,Unknown,41,31,40,1
revan," Mountain View, CA ",48,90,46,42
reznor,Unknown,5,11,4,7
rhanzawa, San Francisco ,2,5,15,1
Ricalo," Seattle, WA ",7,72,51,15
ricea, Tokyo ,14,1,8,1
richardfung," Seattle, WA ",15,5,10,1
richdutton,Unknown,21,18,4,1
rickybrent,Unknown,18,37,15,2
rickyz,Unknown,3,2,113,1
rictic, 94109 (San Francisco) ,105,60,142,15
rimey,Unknown,4,12,23,0
ringw, New York ,19,34,78,6
rjamet," Zürich, Switzerland ",5,13,13,2
rjonace,Unknown,2,3,14,0
RJPercival," London, UK ",25,13,39,6
rjpower, Seattle ,59,26,81,1
rjshade,Unknown,17,17,35,2
rkarodia, Mountain View ,4,10,7,0
rlanday," Mountain View, CA ",1,1,4,0
rlazarus,Unknown,11,2,15,0
rltoscano," San Francisco, CA, USA ",12,3,27,0
rmaureira," Santiago, Chile ",2,0,12,0
rmbarron,Unknown,2,3,7,0
robbiemc, Mountain View ,4,7,7,5
roberthbailey," Seattle, WA ",19,16,79,21
robertogden,Unknown,0,0,5,0
robinp," Budapest, Hungary ",55,111,36,31
robliao,Unknown,9,1,24,0
RoboErikG,Unknown,7,2,23,0
robruenes," New York, New York ",5,3,19,3
robrussell,Unknown,2,28,12,12
robwormald, Mountain View CA ,197,20,1k,9
rodmcchesney, United States ,1,0,23,0
rogerhub, California ,52,196,86,27
rogerta, Canada ,8,48,22,1
rohan100jain, San Francisco ,6,2,73,0
rohit-rao,Unknown,2,1,14,1
roman-kashitsyn," Zürich, Switzerland ",24,64,19,1
ronw," New York, NY ",14,20,91,12
royalpeasantry,Unknown,1,0,24,0
roycaihw,Unknown,14,1,12,9
rpereirab,Unknown,2,9,25,1
rpoplin," Mountain View, CA ",4,16,33,5
rramkumar1," Sunnyvale, CA ",10,0,7,0
rrdelaney, United States ,78,220,67,20
rrshaban," San Francisco, CA ",14,54,20,24
rryan," Mountain View, CA ",51,61,101,37
rsamuelklatchko,Unknown,6,4,24,0
rsdcastro," Seattle, WA ",17,3,39,2
rsturgell,Unknown,4,3,28,1
runnersaw, United States ,27,5,6,3
rutsky,Unknown,178,358,38,4
rvineyard," Mountain View, CA ",7,955,33,28
rviscomi," New York, NY ",30,59,92,0
rvkubiak,Unknown,17,0,7,0
rvrignaud, France ,27,6,15,0
rweir," Sydney, Australia ",18,19,25,1
rxwei, Bay Area ,49,163,106,14
ryanmcgrail95,Unknown,23,4,4,2
ryanseys, California ,131,867,1.4k,202
ryanwilson," Waterloo, ON ",15,143,21,7
s-deitz,Unknown,1,0,7,0
s-s-zhang,Unknown,0,0,7,0
s4y, New York City ,105,156,70,19
saad-ali, Mountain View ,13,6,116,1
sabujp," Milpitas, CA ",6,5,14,0
saeta,Unknown,29,35,117,15
sagipe,Unknown,2,0,4,0
saicheems,Unknown,22,15,41,1
salehay, Bay Area ,0,0,5,0
sam-mccall, Munich ,23,13,46,0
samccone, ∆∆∆ ,373,524,1.8k,0
samdamana," Seattle, Washington ",21,14,6,3
samitolvanen,Unknown,4,14,28,0
samizuh," Irvine, CA ",3,1,17,0
samliu," Mountain View, CA ",55,332,76,22
sammcd," San Francisco, CA ",11,19,16,2
samribeiro,Unknown,7,16,18,5
samuelhuang,Unknown,2,0,22,0
samuelli, San Francisco ,63,68,118,2
sandraorion," Mountain View, CA ",0,0,6,0
sanfordredlich," Sausalito, Ca ",5,8,29,0
sanggookang," Mountain View, CA ",4,0,4,0
sanjaykrish,Unknown,1,0,22,0
sanjoy," Sunnyvale, CA ",29,36,147,25
SantiMunin, Zürich (Switzerland) ,20,83,63,83
sarahhodne," Dublin, Ireland ",157,265,103,41
sarahjkim," San Jose, CA ",5,49,67,118
saran-t," London, UK ",6,2,43,1
sarum9in, Ireland ,48,186,27,22
sashalionheart," Seattle, WA ",1,0,31,0
satyasm,Unknown,5,0,3,0
saxenasaurabh," Mountain View, CA ",8,2,41,1
sb2nov, Mountain View ,12,124,645,10
sbc100, San Francisco ,40,18,83,14
sbuss, San Francisco ,57,77,48,9
schachmat, Munich ,43,24,131,3
schrierc," Granite Falls, NC ",7,63,12,27
schylek,Unknown,5,3,4,1
scotch-bonnet,Unknown,2,2,4,0
scottpledger,Unknown,26,8,13,1
scrubskip,Unknown,1,2,27,2
sdmttl,Unknown,0,0,8,0
SeanHayes," San Francisco, CA ",54,245,22,18
seanlip,Unknown,6,1,85,0
seans3," Sunnyvale, CA ",10,0,7,3
SeawardT, Kirkland ,0,1,26,0
sebastianbenz, London ,32,36,71,2
sebastianklose," Munich, Germany ",12,3,8,3
sebastien-hertz," Rennes, France ",0,1,4,0
sebright,Unknown,5,0,16,0
seehamrun, Chicago ,2,0,7,3
selfmanagingresource," Mountain View, CA ",1,5,0,0
serathius, Warsaw ,56,31,15,17
serynth," New York, NY ",1,4,15,0
sethshober, San Francisco Bay Area ,44,7,29,27
sethvargo," Pittsburgh, PA ",88,30,869,13
seymen, London ,20,2,10,0
sg3510, San Francisco ,20,14,28,26
sgreenberg, United States ,7,1,17,2
shacron,Unknown,0,0,0,0
shahms, United States ,4,1,31,2
Shalom," San Francisco, CA ",5,9,18,0
shaman-rajan, MTV ,4,1,8,0
shanehuntley," Sunnyvale, California ",4,4,17,0
shankuniyogi," Seattle, WA ",1,2,6,0
shannon-vanwagner," Charleston, SC ",64,0,16,0
shannonwoods,Unknown,4,1,7,0
shawnbuso,Unknown,27,4,55,0
shawnwallace,Unknown,2,1,0,0
shicks," Sunnyvale, CA ",55,12,49,5
shields, San Francisco ,9,2,19,0
shiliangxue,Unknown,1,0,13,0
shishkander, The Earth ,31,94,35,13
shoyer," San Francisco, CA ",67,110,364,18
shtatfeld," Mountain View, CA ",1,3,22,1
shyamjvs, Warsaw ,18,0,40,0
shyndman," San Francisco, CA ",56,99,171,24
siamezzze," Russia, Rostov-on-Don ",15,5,19,15
sicotronic," Tokyo/Yokohama, Japan ",22,161,12,46
siderakis, New York ,31,448,24,55
sigma," San Jose, CA, USA ",142,67,104,0
silviabear," Sunnyvale, CA ",18,0,6,0
silvolu, Mountain View ,17,2,133,0
simonhatch,Unknown,1,0,24,0
simonlynen, Zurich ,29,19,125,34
simonster," Mountain View, CA ",96,122,148,51
simonz130," Seattle, WA ",18,6,6,5
sinkap, Zürich ,7,11,29,15
siriscac," Bangalore, India ",33,35,109,18
sirtorry,Unknown,20,15,11,17
siyusong, San Francisco ,9,21,28,14
sjlangley," Sydney, Australia ",33,15,42,1
skearnes,Unknown,24,49,49,25
skenmy, London ,1,0,9,1
skim1420," New York, NY ",34,5,67,1
sklise," Brooklyn, NY ",80,348,72,23
SLaks, New Jersey ,84,56,264,17
slightlyoff, San Francisco ,40,75,1.3k,13
slippycheeze," NY, NY ",43,45,37,0
slix," San Francisco, CA ",14,57,19,14
smedrano, Argentina ,9,4,25,5
smit-hinsu,Unknown,1,1,5,3
smreed,Unknown,18,138,37,17
sn6uv," California, United States of America ",33,70,34,12
solchea," San Francisco, CA ",2,4,7,0
songy23, Mountain View ,32,10,15,0
sonph," Mountain View, CA ",28,265,60,78
soumya92," Kirkland, WA ",1,6,12,0
sparkprime, United States ,21,28,70,0
speednoisemovement, San Francisco ,42,227,53,7
spew,Unknown,10,1,13,2
spf13, NYC ,92,750,4.9k,77
splewis, California ,16,53,202,0
sqrrrl," Boulder, CO ",45,26,112,0
squee1945, Mountain View ,6,1,27,0
SRabbelier, United States ,16,19,34,0
sreecha," Mountain View, CA ",11,3,31,1
srvasude,Unknown,5,0,5,0
sstrickl," Brooklyn, NY ",9,75,47,47
ssundarraj," Mountain View, CA ",50,373,149,127
stanley-cheung,Unknown,25,5,44,0
Stanwise,Unknown,0,2,13,8
steebubu," Los Angles, CA ",1,16,85,0
steinarvk,Unknown,29,2,28,2
stephenmcd," Sydney, Australia ",85,1,1.1k,0
steveanton, Seattle ,12,12,40,3
StevenEWright," San Francisco Bay Area, CA ",11,25,30,11
stevenshchin,Unknown,10,12,4,1
stevewilber," Menlo Park, CA ",15,70,35,16
stgpetrovic,Unknown,14,8,50,3
stinky2nine, New York ,4,6,36,0
stnoonan,Unknown,12,21,26,9
stoman,Unknown,19,21,8,17
stroz, Seattle ,11,1,8,4
stvnrhodes,Unknown,7,6,18,1
sudiptachatterjee," Silicon Valley, California ",15,2,23,1
suharshs," San Francisco, CA ",15,1,104,9
sumanvyj, San Francisco ,10,29,18,8
sumitgouthaman," Bellevue, WA ",43,97,65,15
supertom," Seattle, WA ",14,6,42,1
supriyagarg,Unknown,7,2,16,0
surma," London, England ",24,0,755,0
suryabhupa," San Francisco, CA ",43,309,76,54
susi, Switzerland ,7,77,33,12
sussillo," Stanford, CA ",3,2,52,2
sveesible,Unknown,4,2,21,0
swcloud, MTV ,13,13,16,0
swetland," Palo Alto, CA ",37,138,457,15
Sydius," Campbell, CA, USA ",7,17,26,1
syedashrafulla," New York, NY ",2,2,6,0
synemitchell," Seattle, WA ",3,1,28,2
szab100," Mountain View, CA ",3,0,23,0
szakarias,Unknown,7,0,13,0
t12g,Unknown,1,1,31,0
t1ngj13, Mountain View ,8,16,20,1
ta0kira," Boston, MA ",10,4,16,1
tacocat,Unknown,4,3,0,0
taiguarana, São Paulo ,4,0,8,8
takamori,Unknown,6,21,14,0
TakayoshiKochi," Roppongi, Tokyo, Japan ",25,10,45,2
taknira,Unknown,6,0,29,4
tallclair, Mountain View ,13,0,36,0
tam7t," New York, NY ",43,239,58,20
tari, Sydney ,45,40,23,3
tariqajyusuf," Seattle, WA ",4,4,47,14
tarunban," Seattle, WA, USA ",5,1,0,0
tau-," San Francisco, CA ",5,1,12,4
taycaldwell," Bay Area, CA ",20,21,35,8
taylor-b,Unknown,18,4,17,0
tayo,Unknown,9,0,16,0
tbpg,Unknown,4,2,9,0
tburgin, New York ,15,26,61,40
tcheema,Unknown,0,0,0,0
tedgueniche, Canada ,13,8,7,2
tejal29,Unknown,16,1,6,0
tejasd, United States ,22,13,11,7
tekgrrl, UK ,12,5,44,3
Temikus," Sydney, Australia ",37,106,57,23
ternus," New York, NY ",59,34,36,20
terryok,Unknown,4,0,28,0
terryykoo,Unknown,1,0,3,0
TetsujiNakagawa,Unknown,0,0,17,0
tettamanti,Unknown,2,4,17,0
tfmar,Unknown,0,0,6,0
tforcram, Cascadia ,2,1,10,0
tgroh," Seattle, WA ",5,3,27,2
thagikura," Tokyo, Japan ",39,19,901,1
thailyn,Unknown,26,61,27,0
ThatDevopsGuy, New York ,7,18,15,13
theacodes," Seattle, Washington ",106,20,276,15
TheChuChuTrain,Unknown,5,0,7,0
TheDuckCow,Unknown,30,62,44,16
theganyo," Los Angeles, CA ",27,43,86,20
TheModMaker,Unknown,7,4,23,0
TheRoyalTnetennba," San Francisco, CA ",17,20,44,19
thiagowfx,Unknown,20,524,61,220
thiemonagel,Unknown,5,13,15,2
thkoch2001,Unknown,62,99,35,24
thobrla,Unknown,7,1,39,0
thockin, United States ,40,4,578,0
thomasmmc," San Jose, CA ",11,18,19,5
thomasvl,Unknown,12,9,47,0
threeohclock,Unknown,2,0,6,0
thvortex," Austin, TX ",7,4,11,0
TianyunXu923,Unknown,15,18,12,21
tiembo,Unknown,33,71,48,7
Tilps,Unknown,7,0,24,0
timford," Chicago, IL ",2,5,0,0
TimNN, Munich ,90,71,31,0
TimonKnigge, The Netherlands ,6,0,31,5
timothy-king, Mountain View ,10,3,26,0
timtadh,Unknown,82,191,192,91
TitoAldarondo,Unknown,0,0,12,0
tjihad,Unknown,0,1,0,0
tjlav5, New York ,26,17,21,7
tjohns," San Mateo, CA ",18,38,239,3
tkarlsson,Unknown,1,17,3,0
tkent-google,Unknown,5,0,4,0
tkulczynski,Unknown,2,1,4,0
tlarsen-google,Unknown,0,1,11,0
tmatsuo," Kirkland WA, USA ",322,14,133,1
Tmbao," Sydney, NSW, Australia ",24,42,29,22
tmcarthur," Seattle, WA ",5,5,16,7
tmitev,Unknown,0,1,9,1
tmramalho,Unknown,18,38,58,2
tnip,Unknown,5,7,23,1
tnorbye," Pleasant Hill, CA, USA ",5,6,86,0
to0, San Francisco Bay Area ,0,10,33,9
toastwaffle, United Kingdom ,36,26,22,6
tohaowu,Unknown,0,5,10,7
tomayac," Hamburg, Germany ",98,1,127,7
tombh2o," San Bruno, CA ",1,2,22,0
tomek-US," Sunnyvale, CA, USA ",0,0,13,0
tomhennigan," London, UK ",23,245,72,44
TomiBelan,Unknown,6,0,11,0
tomkwiat,Unknown,1,0,6,0
tomsdev,Unknown,21,1.1k,49,18
tonybaroneee," Cambridge, MA ",37,184,26,21
tonymeng," San Francisco, CA ",11,4,56,0
TonyRippy,Unknown,4,1,3,0
tonyruscoe," Market Harborough, United Kingdom ",9,6,20,12
tonywang1990,Unknown,21,7,11,2
tordable, Seattle ,6,14,34,11
torquestomp," San Jose, CA ",3,0,11,0
townba, Northern California ,7,0,14,0
ToxicFrog," Kitchener, Ontario ",38,9,63,1
tpryan," Mountain View, CA ",103,66,153,27
tpwaterhouse,Unknown,0,0,17,0
travisg," Seattle, WA ",27,42,506,13
trekforever," San Francisco, CA ",16,17,35,0
TrevorEdwards," Sunnyvale, CA ",29,36,30,14
trippedout, NYC ,37,82,244,8
trshafer," Seattle, WA ",35,146,61,10
tstromberg," SF, CA, US ",17,59,43,5
tswast," Seattle, WA ",84,219,95,31
tushuhei," Tokyo, Japan ",26,27,37,7
Twanislas, Belgium ,16,22,24,4
twasilczyk," Mountain View, USA ",5,1,16,0
tweksteen,Unknown,44,31,59,8
twifkak,Unknown,7,46,3,0
twilde," Boston, MA ",20,39,18,5
tylere," Mountain View, California ",45,60,108,20
ubschmidt2, Munich ,8,6,12,4
uhhhclem,Unknown,16,1,22,0
ujraaja, Texas ,8,1,12,0
ukoxyz," Mountain View, CA ",1,0,9,1
UlisesGascon, Madrid ,178,324,307,372
unrepentantgeek,Unknown,11,10,46,3
uriagassi,Unknown,13,5,15,0
vabr-g,Unknown,6,0,12,0
vahidk, California ,9,61,400,40
valverde," San Jose, CA ",6,7,57,7
vantuvt,Unknown,2,0,1,0
vanupam,Unknown,7,6,1,0
vapier," Somerville, MA, USA ",52,1,155,0
varepsilon,Unknown,15,82,32,5
Vedrana, Switzerland ,7,46,37,12
velazcod," San Jose, CA ",22,156,41,22
verwaest, Munich ,2,5,64,7
vicaire,Unknown,6,3,12,0
Victorystick," Stockholm, Sweden ",47,13,76,13
viglesiasce," Santa Barbara, CA ",156,32,110,6
vihangm, San Francisco ,19,27,19,31
vikerman,Unknown,25,5,83,0
vikrum, The Bay is in the Area ,17,101,118,1
vilasj, New York ,0,0,28,0
vin, USA ,27,28,27,25
vinc3m1," Oakland, CA ",28,311,416,60
vishalpowar,Unknown,0,0,3,0
vk-21,Unknown,0,0,0,0
vkedia,Unknown,16,1,19,0
vkryachko,Unknown,10,39,12,0
vladmos," Munich, Germany ",46,11,32,13
vonture," Montreal, QC, Canada ",13,8,42,5
vrana," Praha, Czechia ",72,49,564,2
vrandezo," San Francisco, CA ",10,6,51,0
vsekhar, San Francisco ,17,70,18,7
vslashg,Unknown,5,0,8,0
vterron," London, United Kingdom ",28,63,221,4
vtsao, New York ,3,0,79,3
vzanotti," Mountain View, CA ",3,3,31,3
wak-google," Sunnyvale, CA ",13,1,11,0
wangzhen127,Unknown,14,1,8,2
wasylkowski-a," Warsaw, Poland ",5,0,6,0
watk,Unknown,1,12,8,0
wcevans,Unknown,2,0,13,0
wcn3," Seattle, WA ",22,9,4,5
weingart,Unknown,8,44,30,6
WeiranFang, Bay Area ,18,23,22,19
wenjiaswe,Unknown,4,0,6,1
werwurm, Sunnyvale ,9,1,19,0
wilddamon, Australia ,8,4,31,26
WillMorrison," Waterloo, ON ",13,6,24,0
willnorris," Half Moon Bay, CA ",51,457,463,77
wisygig," Philadelphia, PA ",11,17,6,1
wklier," New York, NY ",1,2,5,0
wkoffel, Boston ,20,3,22,9
wkumari,Unknown,42,8,24,1
wlynch," New York, NY ",36,15,71,37
wmedrano," Santa Clara, CA ",22,19,30,40
wolenetz,Unknown,4,0,8,1
wolfaudet,Unknown,3,3,8,0
Wordenskjold, Copenhagen ,19,26,9,6
wrigri," Seattle, WA ",7,0,46,0
wrwang," San Jose, CA ",6,2,17,3
wsh," San Francisco, CA ",40,108,44,23
wwlian," Redwood City, CA ",7,4,12,0
Wyverald," Sydney, Australia ",14,8,75,1
x13n,Unknown,11,6,19,4
xaethos, Singapore ,35,20,25,10
xalep, Stockholm ,15,44,22,7
xfxyjwf," Mountain View, CA ",12,5,79,0
xgwubin,Unknown,1,1,25,0
xhso,Unknown,3,1,5,0
xian," San Francisco, CA ",33,40,127,8
xingao267, Canada ,9,7,25,9
xinzha623,Unknown,4,1,11,0
xllora," Mountain View, CA ",4,9,50,11
Xorlev," Westminster, CO ",79,410,51,7
xueweiz," Sunnyvale, California ",20,23,25,26
Xyene, Canada ,41,24,45,0
xylo04," Westminster, CO, USA ",16,53,40,15
xyzzyz, Warsaw ,36,11,49,13
y-zeng, Mountain View ,3,0,29,0
y10h,Unknown,14,111,78,44
yaraki, Tokyo ,17,21,801,10
yarneo, New York ,35,42,17,0
yarrouye,Unknown,5,0,22,0
yasith," Toronto, Canada ",33,110,48,25
yberman," New York, NY, USA ",8,28,15,15
yguo0905," Mountain View, CA ",16,0,26,0
yifeif, San Francisco ,6,6,297,6
yilei, Bay Area ,15,24,96,41
yinanzhou," Syracuse, NY, USA ",6,27,27,6
yjbanov, United States ,65,16,112,2
ymand,Unknown,0,0,19,0
yolo3301,Unknown,21,81,5,8
YoungCatChen,Unknown,9,15,25,0
yovadia,Unknown,2,3,36,0
ypomortsev, SF Bay Area ,31,449,46,7
yuefengz," Mountain View, CA ",5,22,118,19
yukawa," Mountain View, CA ",3,36,56,0
yuryu," Tokyo, Japan ",48,6,25,1
yutakahirano,Unknown,14,2,32,0
yzhwang," Mountain View, CA ",32,136,126,32
zachburg,Unknown,1,0,9,0
zachriggle," Milliways, Frogstar World B ",105,240,273,151
zbowling," San Francisco, CA ",35,67,160,92
zbudd,Unknown,0,0,3,0
ZeikJT,Unknown,5,83,18,1
zeptonaut," Detroit, MI ",17,9,47,0
zhaber, Canada ,7,12,30,0
zhangsu, /Waterloo|Toronto|SF Bay Area/ ,29,147,82,29
zhongming1993," Sunnyvale, CA ",9,3,13,4
ZhouyihaiDing, California MTV/SVL ,12,6,26,4
ziegs," Brooklyn, NY ",12,6,61,11
ziz," San Jose, CA ",40,176,58,6
zmbush," Okaland, CA ",101,33,37,18
zmullett,Unknown,10,0,28,0
znewman01,Unknown,26,12,81,14
zombiezen,Unknown,49,43,180,5
zoyahav, New York ,3,6,35,0
zvikabh,Unknown,9,1,31,0
